"Taxon","Basic_Lower","Basic_Upper","Percent_Lower","Percent_Upper"
"Phelsuma","-0.355035058198614","0.835973423749241","-0.238068010166263","0.952940471781591"
"African Cichlids","0.611232802707599","1.65482607476707","0.113094891574255","1.15668816363373"
"Hawaiian Silverswords","-0.519896930509593","1.65784683992833","0.0160915431853157","2.19383531362324"
"Naesiotus Snails","-2.61730700338913","0.835772108110003","0","3.45307911149913"
