"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","gbifID","verbatimLocality","collectionCode","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","lifeStage","dynamicProperties","vitality","projectId","occurrenceRemarks","informationWithheld","identificationRemarks","individualCount","higherGeography","institutionKey","collectionKey","preparations","institutionID","verbatimSRS","verbatimCoordinateSystem","higherClassification","collectionID","waterBody","samplingProtocol","habitat","locationRemarks","organismName","locality","verbatimDepth","elevation","typeStatus","nomenclaturalStatus","combinationAuthors","municipality","verbatimScientificName","namePublishedIn","http...unknown.org.verbatimLabel","combinationYear","canonicalName","county","sex","networkKeys","eventID","acceptedNameUsage","fieldNumber","language","type","previousIdentifications","locationID","ownerInstitutionCode","acceptedNameUsageID","identificationQualifier","eventRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","georeferencedBy","programmeAcronym","organismQuantity","organismQuantityType","vernacularName","gadm","otherCatalogNumbers","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","taxonConceptID","georeferencedDate","georeferenceVerificationStatus","georeferenceSources","associatedSequences","distanceFromCentroidInMeters","verbatimElevation","depth","depthAccuracy","basionymAuthors","basionymYear","establishmentMeans","recordNumber","nomenclaturalCode","bibliographicCitation","accessRights","georeferenceProtocol","locationAccordingTo","coordinatePrecision","elevationAccuracy","disposition","sampleSizeUnit","sampleSizeValue","datasetID","samplingEffort","verbatimTaxonRank","georeferenceRemarks","footprintWKT","organismID","identificationReferences","behavior","associatedReferences","typifiedName","infraspecificEpithet","materialEntityID","parentNameUsage","associatedOccurrences","higherGeographyID","http...unknown.org.habitat","http...unknown.org.recordId","fieldNotes","subfamily","taxonRemarks","footprintSRS","verbatimIdentification","originalNameUsage","featurecla","name","areas","Species"
"1851095732","Enteromius radiatus (Peters, 1853)",0.239776,33.992266,"gass84,osiic","90b6055a-c12b-4c91-951a-7efbe184bca1","4f3d98d3-f69a-4929-9291-6c35340b6711","a114f599-3d05-4ca1-90ed-dba5b7aa5722","4f3d98d3-f69a-4929-9291-6c35340b6711","UG","EML","2025-01-23T19:14:41.902+00:00","2025-01-31T23:19:55.251+00:00",232,"HUMAN_OBSERVATION","PRESENT",9252016,1,44,1153,7336,2363128,9252016,9252016,"Enteromius radiatus (Peters, 1853)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius radiatus","Enteromius","radiatus","SPECIES","ACCEPTED","LC",NA,NA,"AFRICA",NA,2012,1,17,"2012-01-17",17,17,NA,"2025-01-31T23:19:55.251+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"RS_NaFIRRI_4054","none","none",FALSE,NA,"Sylveseter Wandera","Sylvester Wandera","WGS84","UG","none","none","AFRICA","Uganda","AFRICA",NA,"RS_NaFIRRI_4054",NA,NA,"1851095732",NA,NA,"RS_NaFIRRI_4054",NA,NA,"NaFIRRI/National Fisheries Resources Research Institute",NA,NA,NA,"Enteromius radiatus (Peters, 1853)",NA,NA,NA,"BID-AF2017-0206-SMA",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Victoria","Gillnetting","Lake",NA,NA,"Maduwa Inshore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",44,"weight (grams)","Redeye barb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Victoria",67332250502.7392,"Enteromius radiatus"
"1851095742","Enteromius jacksoni (Günther, 1889)",0.238638,33.994218,"gass84,osiic","90b6055a-c12b-4c91-951a-7efbe184bca1","4f3d98d3-f69a-4929-9291-6c35340b6711","a114f599-3d05-4ca1-90ed-dba5b7aa5722","4f3d98d3-f69a-4929-9291-6c35340b6711","UG","EML","2025-01-23T19:14:41.902+00:00","2025-01-31T23:19:55.245+00:00",232,"HUMAN_OBSERVATION","PRESENT",9406569,1,44,1153,7336,2363128,9406569,9406569,"Enteromius jacksoni (Günther, 1889)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius jacksoni","Enteromius","jacksoni","SPECIES","ACCEPTED","LC",NA,NA,"AFRICA",NA,2012,1,17,"2012-01-17",17,17,NA,"2025-01-31T23:19:55.245+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"RS_NaFIRRI_4073","none","none",FALSE,NA,"Sylveseter Wandera","Sylvester Wandera","WGS84","UG","none","none","AFRICA","Uganda","AFRICA",NA,"RS_NaFIRRI_4073",NA,NA,"1851095742",NA,NA,"RS_NaFIRRI_4073",NA,NA,"NaFIRRI/National Fisheries Resources Research Institute",NA,NA,NA,"Enteromius jacksoni (Günther, 1889)",NA,NA,NA,"BID-AF2017-0206-SMA",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Victoria","Night gillnetting","Lake",NA,NA,"Maduwa Offshore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",192,"weight (grams)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Victoria",67332250502.7392,"Enteromius jacksoni"
"1883328715","Enteromius litamba (Keilhack, 1908)",-12.078,34.8118,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:16.742+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,1,13,"2012-01-13",13,13,NA,"2025-01-31T23:45:16.742+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:11857","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","Ernesto Cauele","Ernesto Cauele","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:11857",NA,NA,"1883328715",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:11857",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio do Lago",NA,480.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lago","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883328819","Enteromius litamba (Keilhack, 1908)",-13.419,34.8599,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:16.943+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,1,25,"2012-01-25",25,25,NA,"2025-01-31T23:45:16.943+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:11988","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","João Saide","João Saide","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:11988",NA,NA,"1883328819",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:11988",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio de Laga",NA,475.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lichinga","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883328843","Enteromius litamba (Keilhack, 1908)",-13.386,34.8556,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.060+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,1,27,"2012-01-27",27,27,NA,"2025-01-31T23:45:18.060+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12011","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","João Saide","João Saide","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12011",NA,NA,"1883328843",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12011",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio de Laga",NA,519.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lichinga","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883328939","Enteromius litamba (Keilhack, 1908)",-13.386,34.8556,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.070+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,2,1,"2012-02-01",32,32,NA,"2025-01-31T23:45:18.070+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12037","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","João Saide","João Saide","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12037",NA,NA,"1883328939",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12037",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio de Laga",NA,519.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lichinga","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883328952","Enteromius litamba (Keilhack, 1908)",-12.078,34.8118,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.099+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,2,7,"2012-02-07",38,38,NA,"2025-01-31T23:45:18.099+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12096","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","Ernesto Cauele","Ernesto Cauele","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12096",NA,NA,"1883328952",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12096",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio do Lago",NA,480.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lago","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883329002","Enteromius litamba (Keilhack, 1908)",-12.078,34.8118,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.156+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,2,16,"2012-02-16",47,47,NA,"2025-01-31T23:45:18.156+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12194","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","Ernesto Cauele","Ernesto Cauele","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12194",NA,NA,"1883329002",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12194",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio do Lago",NA,480.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lago","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883329254","Enteromius litamba (Keilhack, 1908)",-13.419,34.8599,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.003+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,3,1,"2012-03-01",61,61,NA,"2025-01-31T23:45:18.003+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12359","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","João Saide","João Saide","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12359",NA,NA,"1883329254",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12359",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Long line",NA,NA,NA,"Foz do Rio de Laga",NA,475.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lichinga","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883329321","Enteromius litamba (Keilhack, 1908)",-12.078,34.8118,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.350+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,3,7,"2012-03-07",67,67,NA,"2025-01-31T23:45:18.350+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12407","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","Ernesto Cauele","Ernesto Cauele","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12407",NA,NA,"1883329321",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12407",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio do Lago",NA,480.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lago","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883329388","Enteromius litamba (Keilhack, 1908)",-13.386,34.8556,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.369+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,3,21,"2012-03-21",81,81,NA,"2025-01-31T23:45:18.369+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12576","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","João Saide","João Saide","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12576",NA,NA,"1883329388",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12576",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio de Laga",NA,519.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lichinga","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
"1883329443","Enteromius litamba (Keilhack, 1908)",-13.386,34.8556,"osiic","9c2cc134-5b4c-497a-8445-c45610722317","7bc628b1-114a-41e0-b0db-b81170b0d2a1","e0f2d99d-f183-469a-adb1-f321a3c4609f","7d77970a-28ba-43e3-9dc8-de37db3e1894","MZ","EML","2025-01-23T18:33:42.052+00:00","2025-01-31T23:45:18.376+00:00",212,"HUMAN_OBSERVATION","PRESENT",9240381,1,44,1153,7336,2363128,9240381,9240381,"Enteromius litamba (Keilhack, 1908)","Animalia","Chordata","Cypriniformes","Cyprinidae","Enteromius","Enteromius litamba","Enteromius","litamba","SPECIES","ACCEPTED","DD","2018-01-01T00:00:00",15000,"AFRICA","Niassa",2012,3,22,"2012-03-22",82,82,NA,"2025-01-31T23:45:18.376+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"urn:catalog:IIP:MOZ:Niassa:fish:12590","none","none",FALSE,"Instituto Nacional de Investigação Pesqueira","João Saide","João Saide","WGS84","MZ","none","none","AFRICA","Mozambique","AFRICA",NA,"urn:catalog:IIP:MOZ:Niassa:fish:12590",NA,NA,"1883329443",NA,NA,"urn:catalog:IIP:MOZ:Niassa:fish:12590",NA,NA,"IIP",NA,NA,NA,"Enteromius litamba (Keilhack, 1908)",NA,NA,NA,"BID-AF2017-0047-NAC",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillnet",NA,NA,NA,"Foz do Rio de Laga",NA,519.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lichinga","Indeterminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manual locality search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake","Lake Malawi",28951795749.1886,"Enteromius litamba"
