name,TRI,mean_elev,median_elev,min_elev,max_elev,Nearest_Dist,nearest_occ,richness,presence,area,mean_csi,sd_csi,lineage,dispersal,n_habitat,archipelago
Cayo Lanzanillo,4.891316101,6.041916168,6,-5,20,7168.100746,171714.7942,0,0,1753310.376,0.130388759,0.005015486,eleutherodactylus,low,38,carib
Cayo Largo,9.148679368,5.980885842,6,-526,128,17957.23289,258721.7111,0,0,39517975.73,0.131856008,0.006527208,eleutherodactylus,low,38,carib
Cayo Las Caguamas,6.418173172,0.516516517,1,-107,7,27944.11142,128265.4419,0,0,7023504.21,0.146097315,0.012057367,eleutherodactylus,low,38,carib
Cayo Las PicÃƒÂºas,2.985180565,4.792553191,5,-4,16,7336.205847,205691.0296,0,0,8766091.61,0.127343133,0,eleutherodactylus,low,38,carib
Cayo Levisa,13.34933524,3.90990991,3,-21,23,7904.950421,462138.8796,0,0,1731444.393,0.130545909,0.011139238,eleutherodactylus,low,38,carib
Cayo Los Cayuelos,5.726258534,0.675925926,0,-15,15,4585.075481,93923.47462,0,0,1686202.203,0.124082267,0,eleutherodactylus,low,38,carib
Cayo Los Quitasoles,4.346622557,5.529049296,5,-5,56,2293.478828,177099.6531,0,0,5826210.466,0.128616643,0.003273416,eleutherodactylus,low,38,carib
Cayo Lucas,5.001672012,2.429433052,2,-9,24,4627.333894,99914.37557,0,0,4292803.372,0.126513677,0.001438676,eleutherodactylus,low,38,carib
Cayo Luis Pena,40.81082326,39.85490196,30,1,139,4703.774518,63857.92408,0,0,1330382.106,0.14607159,0.007054107,eleutherodactylus,low,38,carib
Cayo MajÃƒÂ¡,4.437978262,4.890160183,5,-9,11,7970.339239,116412.1267,0,0,2316562.926,0.127850726,0.00018218,eleutherodactylus,low,38,carib
Cayo Mal PaÃƒÂ­s,3.799920455,4.263291139,4,1,10,18442.56469,366798.4495,0,0,2060135.147,0.128404533,0.002603139,eleutherodactylus,low,38,carib
Cayo Mangle Alto,4.275663283,3.154835745,3,-79,22,10110.28967,82254.48334,0,0,22833541.6,0.147023574,0.001786478,eleutherodactylus,low,38,carib
Cayo Marcos,3.304931856,2.665239115,3,-3,8,3836.114005,156991.3218,0,0,7271350.602,0.120612457,0,eleutherodactylus,low,38,carib
Cayo Mariposa,3.155174061,4.520458265,4,1,10,1981.755785,184838.4851,0,0,3168244.806,0.128549248,0.001417504,eleutherodactylus,low,38,carib
Cayo MatÃƒÂ­as,4.223786052,6.79957657,7,-7,20,7265.02734,279438.0054,0,0,7399346.687,0.142552614,0,eleutherodactylus,low,38,carib
Cayo Medano de Casiguas,4.118685139,4.600512164,4,-4,30,7904.950421,460102.6516,0,0,4041593.418,0.122248553,0.000499841,eleutherodactylus,low,38,carib
Cayo Media Luna,3.680830471,3.776679842,4,-6,8,22397.44945,159499.4362,0,0,2638218.309,0.139137492,5.76E-05,eleutherodactylus,low,38,carib
Cayo MÃƒÂ©gano Grande,2.907600176,2.630789302,3,-18,10,10161.04145,133356.3566,0,0,7959586.181,0.131944403,6.88E-05,eleutherodactylus,low,38,carib
Cayo Miraflores,56.50776121,-2.036603221,1,-292,11,6311.159141,92270.26563,0,0,3604318.426,0.172992196,0.020390104,eleutherodactylus,low,38,carib
Cayo Moa Grande,8.831650522,4.791183295,5,-56,26,167804.3873,374985.0077,0,0,2269522.199,0.17723085,0,eleutherodactylus,low,38,carib
Cayo MontaÃƒÂ±ÃƒÂ©s,3.553535217,4.382142857,4,2,9,4700.132557,145411.8346,0,0,1483853.655,0.137107022,0.004870585,eleutherodactylus,low,38,carib
Cayo Palma,5.38566573,7.954602774,8,-2,15,4108.085059,278837.4581,0,0,4130387.756,0.128111318,0,eleutherodactylus,low,38,carib
Cayo ParedÃƒÂ³n Grande,3.238623349,2.236242357,2,-34,13,8420.904196,124604.5562,0,0,9396602.5,0.130011261,0,eleutherodactylus,low,38,carib
Cayo Piedra del Obispo,5.590744073,5.075647668,5,-44,25,6748.597848,211170.7935,0,0,4961629.433,0.129538029,0,eleutherodactylus,low,38,carib
Cayo Piedra Grande,29.88978226,-0.399193548,2,-151,35,9097.637901,97215.68579,0,0,1284657.467,0.176054284,0.036492343,eleutherodactylus,low,38,carib
Cayo Pueblo Viejo,5.688974586,2.400440044,2,-76,31,5426.48099,108817.2438,0,0,4670035.977,0.128911311,0.004298292,eleutherodactylus,low,38,carib
Cayo Punta de los Machos,2.536561566,1.361904762,1,-1,5,3843.258251,27901.98293,0,0,2180669.979,0.146269068,0.001219726,eleutherodactylus,low,38,carib
Cayo Punta Iguna,5.486633075,2.390365449,2,-20,11,3275.736987,121309.082,0,0,3146435.171,0.146432251,0.00103991,eleutherodactylus,low,38,carib
Cayo Punta Tierra del GuzmÃƒÂ¡n,3.26406584,3.677894737,4,0,8,5284.394555,397771.2582,0,0,2449217.555,0.13025631,0.001857707,eleutherodactylus,low,38,carib
Cayo Rabihorcado,5.731165776,7.305019305,7,0,14,5253.967774,287619.0946,0,0,1333691.043,0.142629415,0.000150822,eleutherodactylus,low,38,carib
Cayo Rancho de CÃƒÂ¡ndido,3.9885691,3.621428571,3,-3,25,11417.38165,243628.7421,0,0,4411583.972,0.12499488,0.004342432,eleutherodactylus,low,38,carib
Cayo Rapado Grande,6.626066908,9.335203366,9,-13,21,12527.93669,477483.6652,0,0,3685191.925,0.139563362,0.002394633,eleutherodactylus,low,38,carib
Cayo Real,5.405952504,7.303402119,7,1,14,10668.76411,383014.0989,0,0,9318096.942,0,0,eleutherodactylus,low,38,carib
Cayo Redondo,6.025908879,6.332706767,6,-3,18,7317.537775,347226.9717,0,0,2785964.819,0.127068537,0.003455657,eleutherodactylus,low,38,carib
Cayo Redondo.1,9.605765963,8.985347985,9,-11,45,3089.082741,467044.782,0,0,1380314.317,0.123584863,0.001253252,eleutherodactylus,low,38,carib
Cayo Rico,4.090482042,6.205970149,6,-20,11,14152.58628,260998.4493,0,0,1754255.529,0,0,eleutherodactylus,low,38,carib
Cayo Romano,3.886224992,3.281570307,3,-124,126,9016.963891,122061.8619,0,0,778202926.9,0.138057153,0.006213526,eleutherodactylus,low,38,carib
Cayo Salinas,23.6228262,6.655063291,3,-23,289,4585.075481,96339.1545,0,0,1642385.982,0.127574816,0,eleutherodactylus,low,38,carib
Cayo San Juan,4.029778716,5.447187141,6,-2,31,4498.667676,300746.9489,0,0,9053103.235,0.139748295,0.000157738,eleutherodactylus,low,38,carib
Cayo San Juan.1,4.624585457,6.299741602,7,0,11,4498.667676,296505.7455,0,0,2036133.966,0.141719058,0.002749197,eleutherodactylus,low,38,carib
Cayo Santa Maria,3.7682467,5.435533217,5,-23,24,5959.912122,116718.7024,0,0,23694337.32,0.126338527,0,eleutherodactylus,low,38,carib
Cayo Sifonte,3.22891776,1.897019992,2,-6,18,5329.70907,155010.3772,0,0,13804280.71,0.134034398,0.003285388,eleutherodactylus,low,38,carib
Cayo TÃƒÂ­o Pepe,3.419825685,3.534604227,3,-10,12,4388.403746,114927.9109,0,0,12477783.69,0.126986489,0,eleutherodactylus,low,38,carib
Cayo Tumba la Olla,3.109354648,6.170232558,6,0,12,2994.100933,179693.7195,0,0,5542436.56,0.127680019,0,eleutherodactylus,low,38,carib
Cayos Aguardiente,5.812898294,6.909774436,7,-30,34,3171.213809,272566.4866,0,0,1384854.961,0.136329107,0.002010849,eleutherodactylus,low,38,carib
Cayos Aguardiente.1,5.619101134,6.713846154,7,1,45,3171.213809,271360.0027,0,0,3356330.867,0.13645231,0.002083371,eleutherodactylus,low,38,carib
Cayos Blancos,4.596320789,4.88,4,-3,13,4016.256063,278875.7931,0,0,2053338.323,0.139982246,0.000315016,eleutherodactylus,low,38,carib
Cayos Boca de Alonso,4.194683797,6.955488332,7,0,14,5550.06374,293268.9665,0,0,12113810.58,0.140948451,0.003642766,eleutherodactylus,low,38,carib
Cayos Cinco Balas,2.680514744,1.422131148,2,-7,4,2777.834255,71293.69328,0,0,1287225.462,0.142489292,0.011390217,eleutherodactylus,low,38,carib
Cayos Cinco Balas.1,2.939208066,2.837974684,2,0,8,2777.834255,69662.38126,0,0,2071179.207,0.138568565,0.005845473,eleutherodactylus,low,38,carib
Cayos Cinco Balas.3,2.673812729,2.417927171,2,-7,15,4110.666018,69486.09194,0,0,9376604.492,0.142246127,0,eleutherodactylus,low,38,carib
Cayos de la Enfermeria,6.618339715,7.602272727,7,-19,21,3889.361652,177147.6788,0,0,1818084.187,0.125874639,0,eleutherodactylus,low,38,carib
Cayos de la Herradura,3.7733159,3,3,-1,23,5781.107299,106267.9592,0,0,2571273.184,0.134524938,0.005923385,eleutherodactylus,low,38,carib
Cayos de las Cinco Leguas,3.036935975,6.23126615,6,1,12,5956.839602,258622.5194,0,0,8006332.164,0.136045389,4.34E-05,eleutherodactylus,low,38,carib
Cayos de San Felipe,6.663882462,6.844243792,7,-54,21,8627.604568,374707.1376,0,0,2310849.835,0.146842152,0.0024328,eleutherodactylus,low,38,carib
Cayos Dromedarios,2.834454589,4.853375527,5,0,13,2994.100933,179740.9846,0,0,9815479.181,0.128399167,0.000932045,eleutherodactylus,low,38,carib
Cayos Falcones,3.78096616,4.238267148,4,-5,11,5230.987125,241740.2105,0,0,2848849.166,0.12962231,0.001426945,eleutherodactylus,low,38,carib
Cayos Jutias,3.917934818,5.329020333,5,-4,12,2293.478828,176949.1216,0,0,2807947.644,0.130863786,0.005181765,eleutherodactylus,low,38,carib
Cayos Pajonal,2.602387363,0.839491917,1,-2,11,3836.114005,160598.0361,0,0,4487010.744,0.124600785,0.004825916,eleutherodactylus,low,38,carib
Cayos Pingues,3.008330865,1.720994475,2,-4,6,3275.736987,119479.4261,0,0,1914373.787,0.147167578,0,eleutherodactylus,low,38,carib
Chacachacare,97.35127157,80.95198903,74,-548,469,6854.454223,133529.6374,0,0,4028657.927,0.166770957,0.000166385,eleutherodactylus,low,38,carib
Coakley Cay,4.919699328,4.317725753,4,-7,12,19023.6331,139150.5325,0,0,1541031.437,0.135671601,0.004455133,eleutherodactylus,low,38,carib
Compass Cay,6.959411841,8.031894934,7,-3,21,2638.199439,34897.35773,0,0,2729525.44,0.128111571,0,eleutherodactylus,low,38,carib
Conception Island,5.314658572,3.67918858,3,-9,19,31429.57685,66976.56489,0,0,6845071.73,0.159791853,0.015841589,eleutherodactylus,low,38,carib
Cooper,50.86233928,42.05454545,30,-1,146,7605.456231,13559.74783,0,0,1483777.013,0.170661464,0.033695634,eleutherodactylus,low,38,carib
Cotton Cay,9.532026808,11.48672566,11,-14,24,8630.380073,218291.1649,0,0,1735666.783,0.151530489,0.010404125,eleutherodactylus,low,38,carib
Crooked,2.427009045,2.897959184,3,0,7,2079.605698,160179.3932,0,0,3045141.808,0.141107445,0.002293178,eleutherodactylus,low,38,carib
Crooked Island,4.349596831,5.123704173,4,-37,135,22072.67044,147137.2246,0,0,252842055.2,0.147560935,0.013933021,eleutherodactylus,low,38,carib
Cross Cays,3.25683076,-0.326848249,0,-6,3,1605.021144,87531.84605,0,0,1297990.575,0.175111026,0,eleutherodactylus,low,38,carib
Cuba,11.43179574,104.4066121,54,-1955,2140,19290.89169,0,55,1,1.05E+11,0.148799694,0.016376015,eleutherodactylus,low,38,carib
Current Island,8.000439645,8.811269147,9,-94,114,17254.77066,0,1,1,9313730.837,0.125691786,0,eleutherodactylus,low,38,carib
Darby Island,8.770839611,9.611374408,9,-17,25,3688.522804,89446.95049,0,0,3252194.706,0.141373172,0,eleutherodactylus,low,38,carib
de Culebra,32.59214643,44.71408975,38,-5,190,4703.774518,59155.18704,1,1,27118805.85,0.151273988,0.000303194,eleutherodactylus,low,38,carib
Dellis Cay,2.589468776,3.753180662,4,1,7,2643.788282,343157.0977,0,0,2005831.744,0.214831099,0,eleutherodactylus,low,38,carib
Dog Island,11.29661024,12.31,10,-4,32,21966.01525,21966.01525,0,0,2104009.567,0.143318847,0.001231952,eleutherodactylus,low,38,carib
Dominica,63.43986238,353.9854734,318,-181,1419,54141.64826,0,2,1,753454493.5,0.160306494,0.010332226,eleutherodactylus,low,38,carib
East Caicos,3.528957049,5.976442346,5,-18,85,18638.91475,309667.9763,0,0,197458120.8,0.171624044,0.003862953,eleutherodactylus,low,38,carib
Elbow Cay,7.565508105,9.146732429,8,0,26,4167.857142,32878.47324,0,0,4077013.436,0.151520482,0.019069266,eleutherodactylus,low,38,carib
Eleuthera,6.587061192,11.87394839,10,-225,125,54782.19168,56935.14305,2,1,431551463,0.130428549,0.009317518,eleutherodactylus,low,38,carib
Frazer?s Hog Cay,5.126919678,4.987425546,4,-12,15,9006.354704,103804.6286,0,0,7636619.954,0.148679319,0.021331879,eleutherodactylus,low,38,carib
Gaspar Grande,39.82434692,42.307393,39,2,98,4571.073912,125653.0523,0,0,1406764.278,0.172241092,0.000817881,eleutherodactylus,low,38,carib
Gold Cay,2.840360546,4.916883117,5,0,7,6537.834106,178303.8092,0,0,1982187.622,0.137118824,0.007336428,eleutherodactylus,low,38,carib
Gorda Cay,8.484695335,3.225840336,3,-166,21,16707.70469,41620.21462,0,0,4788737.021,0.153722093,0.020980422,eleutherodactylus,low,38,carib
Grand Bahama,2.791622245,4.283787192,4,-132,111,15760.04663,119970.7952,2,1,954036918.8,0.183321421,0.007080766,eleutherodactylus,low,38,carib
Grand Bahama.1,3.034172676,2.303797468,2,-14,9,1030.558845,154764.9667,0,0,1982726.211,0.187535658,0,eleutherodactylus,low,38,carib
Grand Bahama.2,2.526821276,2.093851133,2,0,12,1030.558845,155794.9087,0,0,1559327.293,0.187535658,0,eleutherodactylus,low,38,carib
Grand Bahama.3,2.177284187,2.414545455,2,0,6,1257.67128,152737.6562,0,0,1377795.134,0.186941087,0.000840851,eleutherodactylus,low,38,carib
Grand Bahama.4,4.359220078,3.787513691,3,-13,90,1257.67128,153239.9614,0,0,4583197.723,0.186706002,0.000720632,eleutherodactylus,low,38,carib
Grand Bahama.5,2.174946203,1.35046729,1,-1,4,11273.56668,142769.5634,0,0,2116951.048,0.191660747,0.005210278,eleutherodactylus,low,38,carib
Grand Bahama.6,1.976033095,1.27826087,1,-1,5,2637.602013,131620.9965,0,0,1740780.11,0.196822524,0,eleutherodactylus,low,38,carib
Grand Cay,2.613288081,0.835025381,1,-5,5,27280.74052,145916.3388,0,0,1978273.968,0.195031099,0.008227623,eleutherodactylus,low,38,carib
Grand Cayman,4.5786522,6.787415543,6,-122,71,132749.5907,0,1,1,202825067.5,0.160810108,0.005709894,eleutherodactylus,low,38,carib
Grand Turk,5.892085547,7.072887124,6,-9,27,16740.23475,284717.8453,0,0,18424807.72,0.178006597,0.001312463,eleutherodactylus,low,38,carib
Grande Cayemite,16.61113297,81.14490598,72,-55,371,56587.70728,264208.0407,0,0,50024761.91,0.185965583,0.004791106,eleutherodactylus,low,38,carib
Great Abaco,5.28627325,5.080559269,5,-722,141,3262.950835,0,1,1,1139138737,0.151446967,0.02276525,eleutherodactylus,low,38,carib
Great Abaco.10,41.58866606,-7.058639562,0,-490,6,2040.287894,11393.57717,0,0,6395422.914,0.106415961,0.002978563,eleutherodactylus,low,38,carib
Great Abaco.13,23.82854475,-0.707089552,2,-185,60,3618.491657,17188.85376,0,0,2691642.836,0.186430564,0.007547457,eleutherodactylus,low,38,carib
Great Abaco.16,52.32868196,-4.411326379,1,-706,65,1756.016051,18700.74347,0,0,3366036.497,0.151562657,0.055814571,eleutherodactylus,low,38,carib
Great Abaco.17,7.985659092,-0.387464387,0,-48,3,4480.272555,20840.02658,0,0,1744013.752,0.111248359,0,eleutherodactylus,low,38,carib
Great Abaco.18,12.63604384,1.873188406,1,-54,41,1756.016051,19641.25326,0,0,1407934.715,0.14446054,0.045770661,eleutherodactylus,low,38,carib
Great Abaco.2,126.1839743,-19.65957447,0,-510,9,3262.950835,3262.950835,0,0,2610653.363,0.097139843,0.001578771,eleutherodactylus,low,38,carib
Great Abaco.3,4.278052405,0.271293375,1,-18,4,4288.086006,7577.951795,0,0,1601427.006,0.097825892,0,eleutherodactylus,low,38,carib
Great Abaco.4,105.8795462,-23.86624204,0,-635,2,2720.161452,4609.530418,0,0,2354217.079,0.14917185,0.037427169,eleutherodactylus,low,38,carib
Great Abaco.5,73.11922649,-17.02583026,0,-544,41,2720.161452,5857.717232,0,0,1378847.437,0.100174736,0.002920381,eleutherodactylus,low,38,carib
Great Abaco.6,64.02504363,-16.02103787,0,-481,25,3956.993005,7753.625073,0,0,3585617.85,0.100736412,0.004898272,eleutherodactylus,low,38,carib
Great Abaco.9,150.7785731,-29.89090909,0,-621,130,2040.287894,9610.638799,0,0,1337656.798,0.104315698,0.002935823,eleutherodactylus,low,38,carib
Great Camanoe,51.64138415,62.76517572,58,2,158,3850.65221,11474.98136,0,0,3324502.677,0.148393512,0.005334737,eleutherodactylus,low,38,carib
Great Exuma,4.733856804,7.057833343,6,-9,33,13235.48716,133791.1392,0,0,178000013,0.13568929,0.008816214,eleutherodactylus,low,38,carib
Great Exuma.1,3.803385821,2.733215548,2,-2,13,8465.638847,146958.5521,0,0,5798388.045,0.132176124,0.000314447,eleutherodactylus,low,38,carib
Great Goat Island,16.2545655,21.37077535,9,-124,100,41089.51013,41089.51013,0,0,5341955.49,0.156546988,0.002999876,eleutherodactylus,low,38,carib
Great Guana Cay,5.937660806,5.475499093,5,-4,18,6877.295056,37502.53325,0,0,5512094.072,0.16614221,0,eleutherodactylus,low,38,carib
Great Guana Cay.1,8.983916626,10.95154723,10,-23,37,14336.82437,62436.88151,0,0,12623811.37,0.140915804,0.001156014,eleutherodactylus,low,38,carib
Great Inagua,2.558214023,5.261889805,5,-52,47,58867.56916,325315.7762,0,0,1532737285,0.173397847,0.007946515,eleutherodactylus,low,38,carib
Great Sale Cay,2.709802149,1.376417234,1,-11,8,17421.50022,119678.4241,0,0,6625151.037,0.19004308,0.005512014,eleutherodactylus,low,38,carib
Green Cay,6.433462942,7.375,7,-6,24,47534.94225,64056.52438,0,0,2331489.247,0,0,eleutherodactylus,low,38,carib
Green Turtle Cay,6.636341619,4.492903226,5,-24,17,7450.762282,47377.71029,0,0,3868600.475,0.175829757,0.004643367,eleutherodactylus,low,38,carib
Grenada,41.51912288,210.1068008,163,-1416,815,23737.7611,0,3,1,314966480.5,0.14356314,0.005059517,eleutherodactylus,low,38,carib
Guadeloupe,27.31520693,187.5915404,60,-259,1454,40390.20231,86746.24064,0,0,1448413088,0.149762074,0.008819516,eleutherodactylus,low,38,carib
Guana,60.83179203,75.87295826,61,2,225,3897.91053,8354.958644,1,1,2940265.921,0.149438009,0,eleutherodactylus,low,38,carib
Halls Pond Cay,7.2735533,8.664921466,9,-19,17,5328.057398,23264.5421,0,0,1955595.208,0.129237503,0.005500037,eleutherodactylus,low,38,carib
Hans Lollik,57.64292232,76.16981132,64,3,209,6363.722555,17919.87334,0,0,1964857.33,0.145146251,0.001061511,eleutherodactylus,low,38,carib
Harbour Island,9.441972919,15.99454545,16,-4,33,14644.39822,20914.28753,0,0,2780624.591,0.123798735,0.004260319,eleutherodactylus,low,38,carib
Hawksbill Cay,5.592471858,7.759786477,7.5,1,17,5271.506399,0,1,1,2831291.196,0.120408949,3.00E-05,eleutherodactylus,low,38,carib
High Ridge Cay,5.583711526,5.049446494,5,-30,60,2774.402707,106343.5758,0,0,6930655.966,0.13613607,0,eleutherodactylus,low,38,carib
Highbourn Cay,15.89065077,10.97716895,10,-36,57,11033.41929,27230.01517,0,0,2218755.251,0.135106266,0.005207517,eleutherodactylus,low,38,carib
Hispaniola,32.24085429,407.2247465,248,-3233,3673,151045.2918,0,66,1,74199803181,0.182384365,0.024986904,eleutherodactylus,low,38,carib
Hoffman Cay,7.385497231,7.893617021,8,0,18,15463.30986,91451.22366,0,0,1898712.109,0.131006973,0.009222235,eleutherodactylus,low,38,carib
Hog Cay,7.739455665,6.962894249,5,-9,24,4239.284219,236951.5923,0,0,2815607.556,0.174426548,0.004819423,eleutherodactylus,low,38,carib
Hog Cay.2,6.090903908,7.172351885,7,1,19,12119.35893,123527.4023,0,0,2873450.108,0.145715415,0,eleutherodactylus,low,38,carib
ÃƒÅ½le ÃƒÂ  Vache,8.25486436,11.84593968,8,-11,66,29500.12601,267203.7369,0,0,45945505.96,0.197588623,0.007916968,eleutherodactylus,low,38,carib
ÃƒÅ½le de la GonÃƒÂ¢ve,20.44526398,218.6917146,180,-59,772,78360.7541,188079.8111,0,0,684088048.9,0.179501356,0.011099006,eleutherodactylus,low,38,carib
ÃƒÅ½le Grosse Caye,35.05486326,37.86323529,29,-3,135,29500.12601,238570.0572,0,0,3631933.291,0.195084319,0,eleutherodactylus,low,38,carib
ÃƒÅ½le Saint-BarthÃƒÂ©lemy,45.41699251,66.78657343,56,-11,259,30474.81271,42223.92772,0,0,19096427.68,0.15404284,0,eleutherodactylus,low,38,carib
Isla Beata,6.866348836,35.05910135,32,-11,86,151045.2918,151045.2918,0,0,41893217.82,0.149269797,0.015310085,eleutherodactylus,low,38,carib
Isla Catalina,8.922889481,3.741019699,2,-73,19,41392.39011,245572.5182,0,0,9171455.059,0.14103061,0,eleutherodactylus,low,38,carib
Isla Saona,4.917406631,8.210579907,6,-341,427,41392.39011,233230.2898,0,0,109933387.9,0.133861336,0.000532297,eleutherodactylus,low,38,carib
Jamaica,33.04495993,323.2110398,269,-584,2244,41089.51013,0,19,1,11012634460,0.191963617,0.016847838,eleutherodactylus,low,38,carib
Jost Van Dyke,98.52701322,121.5031847,109,-338,3318,12057.7012,0,3,1,8367963.058,0.155797392,0.013950205,eleutherodactylus,low,38,carib
Joulter Cays,2.795329726,5.054896142,5,0,13,2383.392453,131367.8422,0,0,3438646.86,0.127695084,0.002232537,eleutherodactylus,low,38,carib
Joulter Cays.1,3.688216885,5.698924731,6,0,10,2383.392453,131937.9329,0,0,1394710.038,0.128399849,0,eleutherodactylus,low,38,carib
Juventud,4.378728457,19.72234163,14,-310,303,30820.00565,310689.6079,3,1,2191953785,0.140307729,0.007926954,eleutherodactylus,low,38,carib
La DÃƒÂ©sirade,40.26842892,120.5564948,110,1,282,18273.49659,103765.571,0,0,19052966.25,0.143871769,0,eleutherodactylus,low,38,carib
Las Picus,3.562654145,4.103274559,4,-1,13,7026.335174,198385.7286,0,0,2053362.367,0.128580992,0.001551578,eleutherodactylus,low,38,carib
Lee Stocking Island,14.05277295,9.336814621,9,-44,48,4073.507743,105410.0189,0,0,3911897.48,0.133284216,0.000891802,eleutherodactylus,low,38,carib
Lightbourn?s Cay,2.678465158,1.927704485,2,-4,14,3126.924627,67521.86777,0,0,18972074.91,0.174663231,0,eleutherodactylus,low,38,carib
Linder Cay,3.171994383,4.882602546,5,-6,14,2737.118575,96824.96958,0,0,14514417.27,0.124988405,0.000302982,eleutherodactylus,low,38,carib
Little Ambergris Cay,2.479865388,2.360780985,2,-2,5,6097.773817,269400.6024,0,0,6127623.491,0.212556779,0.040549304,eleutherodactylus,low,38,carib
Little Cave Cay,2.808545571,0.279891304,0,-3,5,4354.793843,87121.37025,0,0,1824058.116,0.174672499,0.000533326,eleutherodactylus,low,38,carib
Little Cayman,5.286130309,6.527787674,7,-281,43,25798.13971,132749.5907,0,0,29647627.05,0.15998143,0.007938148,eleutherodactylus,low,38,carib
Little Exuma,4.797394102,5.50629479,5,-7,22,8559.162179,130840.0454,0,0,26603325.99,0.130229473,0,eleutherodactylus,low,38,carib
Little Inagua,2.58765233,7.681367319,7,-5,27,58867.56916,321793.298,0,0,132018974.5,0.17624123,0.005001439,eleutherodactylus,low,38,carib
Little Joe Downer Cay,3.341454256,1.06,1,-9,4,3534.087114,37896.63523,0,0,1501011.042,0.174232036,0,eleutherodactylus,low,38,carib
Little Ragged Island,3.862115779,4.170320405,4,-1,11,4559.287737,242819.2639,0,0,3061709.891,0.181325674,0.009045559,eleutherodactylus,low,38,carib
Little San Salvador,7.607482729,7.713402062,7,-28,25,50991.931,85426.86636,0,0,9897491.845,0.135956917,0.006802647,eleutherodactylus,low,38,carib
Little Water & Pine Cay,4.11049778,4.73592233,5,-65,9,5671.891795,340065.4408,0,0,8026430.684,0.19463366,0.032394245,eleutherodactylus,low,38,carib
Long,5.559374601,8.334490184,6,-312,150,10066.93554,107489.2758,2,1,407053142.6,0.137590059,0.008040771,eleutherodactylus,low,38,carib
Long Cay,5.939269116,4.105463502,4,-73,60,22072.67044,161671.4536,0,0,23136731.35,0,0,eleutherodactylus,low,38,carib
Long Cay.1,2.450416509,2.006263048,2,-1,6,2663.370457,62231.62633,0,0,2398817.296,0.172335379,0.000264566,eleutherodactylus,low,38,carib
Long.1,3.599960428,2.620805369,3,-4,8,3702.900204,120125.5594,0,0,1564305.139,0.148380379,0.010988439,eleutherodactylus,low,38,carib
Long.2,3.791533916,2.396991498,2,-23,41,4517.758958,120898.3759,0,0,7967861.631,0.165373564,0,eleutherodactylus,low,38,carib
Long.3,5.52979084,1.973790323,2,-40,8,3702.900204,116457.3251,0,0,2545704.161,0.165965423,0,eleutherodactylus,low,38,carib
Long.4,3.00894031,2.357512953,2,-4,8,3775.740557,119693.5309,0,0,3998003.646,0.160083542,0.005109792,eleutherodactylus,low,38,carib
Los Conucos,4.85672599,4.7752443,5,-43,24,6812.989583,205409.651,0,0,1608304.514,0.126202121,0.001329817,eleutherodactylus,low,38,carib
Lubbers Quarters,8.445129513,10.98615917,10,1,26,3042.869749,28791.16049,0,0,1481671.41,0.15745781,0.014989549,eleutherodactylus,low,38,carib
Madiera Cay,4.381546171,4.600840336,4,-3,56,1688.469352,99849.26835,0,0,2412205.151,0.125947282,0.000494656,eleutherodactylus,low,38,carib
Man o? War Cay,4.356001937,3.288265306,3,0,13,17790.6878,170762.4932,0,0,2017020.38,0.191136822,0.005770972,eleutherodactylus,low,38,carib
Margaret Cay,3.139681228,2.251748252,2,-1,7,2460.223705,233898.473,0,0,1489991.882,0.159019619,0,eleutherodactylus,low,38,carib
Marie Galante,17.37124943,84.45059648,89,-617,234,31059.2697,56040.8773,0,0,160044418.4,0.145832055,0.004227346,eleutherodactylus,low,38,carib
Martinique,37.26194068,186.3597992,122,-80,1379,84158.17398,0,2,1,1110936544,0.175609334,0.007378194,eleutherodactylus,low,38,carib
Mayaguana,3.728606618,7.784713537,7,-237,58,61772.23518,242484.524,0,0,286222863.5,0.163585502,0.008301286,eleutherodactylus,low,38,carib
Maycock Cay,7.011650639,5.24291498,5,-12,14,2460.223705,233889.4328,0,0,1306014.077,0.165404812,0.009030026,eleutherodactylus,low,38,carib
Mayreau,32.0300961,32.76291793,28,3,93,6765.862696,66578.95426,0,0,1775817.521,0.160217389,0,eleutherodactylus,low,38,carib
Michael's Cay,3.120686658,1.426179604,2,-7,6,2490.000024,64433.25533,0,0,9851672.05,0.172149318,0.005384624,eleutherodactylus,low,38,carib
Middle Bight Cay,3.615785608,5.094701536,5,-77,76,5363.168276,108783.9763,0,0,428747079.4,0.129163543,0.005344385,eleutherodactylus,low,38,carib
Middle Caicos,2.935337251,5.767885188,5,-34,46,19568.13763,323098.5328,0,0,288442698.7,0.168610739,0.002779862,eleutherodactylus,low,38,carib
Mona,6.100725651,49.38745598,56,-7,81,83941.72205,150233.9196,1,1,55919089.75,0.147178113,0.016378756,eleutherodactylus,low,38,carib
Monos,74.76309706,90.29712859,79,-2,267,4571.073912,127224.7944,0,0,4414352.503,0.169093996,0,eleutherodactylus,low,38,carib
Montserrat,54.09852374,230.2657076,193,-510,892,56167.02515,0,3,1,102637438.6,0.155105761,0.006485299,eleutherodactylus,low,38,carib
Moore?s Island,3.468890148,3.73399459,3,-31,21,7320.849178,32602.02621,0,0,16728309.69,0.161538377,0,eleutherodactylus,low,38,carib
Moriah Harbour Cay,2.731249431,2.778145695,3,-2,8,8559.162179,135608.8726,0,0,1558715.323,0.136234174,0.004250333,eleutherodactylus,low,38,carib
