"name","TRI","mean_elev","median_elev","min_elev","max_elev","Nearest_Dist","nearest_occ","richness","area","mean_csi","sd_csi","bp"
"Basin Harbour Cay",5.00658995159984,3.60650887573965,3,-1,11,6710.40401413856,91422.9497113793,0,1669429.199,0.176299832761288,0.00248292352933741,0
"Beef",33.2787178747025,35.4386422976501,12,-17,205,3850.65220994471,10202.6237549298,0,4070844.874,0.152165740728378,0,0
"Bell Island",8.36123440744115,9.55102040816327,9,-16,20,2325.56654834127,89195.8752872501,0,1509627.188,0.130038097500801,0,0
"Bequia",54.3309056345039,85.8012337217272,78,-15,256,6598.34445148955,0,2,15959124.98,0.175590097904205,0,0
"Big Ambergris Cay",6.28426986411548,5.45403587443946,5,-5,22,6097.7738168381,73061.2284359692,1,4697809.864,0.201285590728124,0.019402562696917,0
"Big Coppice Mangrove",9.0503204714588,-0.0702179176755448,1,-26,3,6800.33621557937,106172.320445779,0,2096387.023,0.159568364421527,0.0363666800032179,0
"Big Cross Cay",14.7407508426242,-2.42857142857143,0,-55,24,2490.0000240018,58377.8848681332,0,1578653.343,0.173641972243786,0.00158323582759961,0
"Big Cross Cay.1",2.22856745315048,-0.371698113207547,0,-4,3,1605.02114420648,50160.7442472842,0,2657169.726,0.174755111336708,0.000503338738341352,0
"Big Farmer?s Cay",8.23278239342783,9.31919642857143,9,-18,26,4706.96481158058,57441.7646988838,0,2307551.175,0.13563168545564,0.00449732731601943,0
"Big Joe Downer Cay",5.17251735758111,0.79718875502008,1,-19,5,3534.08711367652,96537.4232940592,0,2499357.563,0.169320181012154,0.00694641176389874,0
"Big Lake Cay",27.95649877117,-3.60185185185185,1,-80,14,7205.39794934001,104184.107403109,0,1599302.961,0.186865836381912,0,0
"Big Major?s Spot",10.2032209113911,10.963963963964,11,-2,22,2110.86673174827,87920.1332089529,0,1137168.155,0.132161498069763,0.0111062635650755,0
"Big Mangrove Cay",2.30339830705564,-0.292237442922374,0,-2,2,2547.25720124455,52576.6929341106,0,1112552.996,0.177715986967087,0.00519176319081807,0
"Big Wood Cay",3.58192433999719,5.22611858358496,5,-52,60,3439.88580904735,17844.1812889807,0,74427890.44,0.125017589330673,0.00153270137715551,0
"Bird Cay",24.3450375806301,5.43119266055046,6,-64,33,3982.18503276599,58452.1336677102,0,1091942.89,0.163320146501064,0.00864810130923822,0
"Bock Cay",7.3695341599615,8.79566563467492,8,-3,24,2797.81210741839,37390.4863550178,0,1626588.66,0.142765030264854,0.0142771606393683,0
"Bonavista Cay",4.4994127518273,4.1980198019802,4,-1,14,4247.66934313127,127895.607000049,0,1584437.884,0.167594159642855,0.00483888139860364,0
"Bonds Cay",7.21690139703466,10.2267135325132,10,1,22,9426.46808068731,60848.8770552854,0,2863206.699,0.131772227585316,0.00327132247758219,0
"Bowe Cay",3.66498668027479,4.01860465116279,4,0,8,4544.58423993229,15964.6462083301,0,1114771.747,0.135941177606583,0.00483637194004935,0
"Brigantine Cay",7.25595215584369,6.52340425531915,6,-1,19,2555.58455120769,29083.1929734656,0,1229359.371,0.136978290975094,0.00735375051804441,0
