"name","TRI","mean_elev","median_elev","min_elev","max_elev","Nearest_Dist","nearest_occ","richness","area","mean_csi","sd_csi","bp"
"Cayman Brac Island",7.33314759797618,23.6418492138153,23,-49,53,25798.1397147257,158268.167626263,1,39200085.32,0.157625257968903,0,0
"Cayo Alacrán Chico",9.67896084000532,6.42663378545006,6,-39,102,6638.13666335349,344910.341143573,0,4215199.48,0.127363532781601,0,0
"Cayo Algodón Grande",4.12978680547371,0.026281208935611,0,-34,5,36069.7591523008,60917.2171371842,0,3964088.719,0.148161843419075,0,0
"Cayo Anclitas",5.9007329140624,1.78630136986301,2,-38,24,6311.15914148803,88435.4033962988,0,1904968.503,0.14781741797924,0,0
"Cayo Antón Chico",3.90944585492534,3.05376344086022,3,-1,7,5571.6048804252,126074.798821719,0,1420390.387,0.13128100335598,0.000941960990794226,0
"Cayo Antón Grande",2.61280793649949,2.46866485013624,2,0,7,5571.6048804252,126442.252365732,0,1908113.813,0.135133009403944,0.00472375098593107,0
"Cayo Ávalos",6.06613555223839,6.19269102990033,6,0,15,5742.97377761642,266741.044538733,0,1568075.821,0.136322773993015,0.00151717193436757,0
"Cayo Bahía de Cádiz",3.98655892342893,5.70468890892696,6,-1,13,6113.41609537001,236651.122095534,0,11486129.93,0.128534495830536,0,0
"Cayo Balandras",2.20907074332237,1.41,1,-1,4,3843.25825069028,24099.284037373,0,1596579.235,0.146199949085712,0.000479620599341846,0
"Cayo Blanco",4.0428878236606,5.54137115839243,5,-1,17,4016.25606328421,278860.125791872,0,4343794.073,0.138353660702705,0.00110196030879087,0
"Cayo Blanquizal",3.60276886531801,4.97272727272727,4,0,15,8752.29460509665,228622.410771008,0,6810859.328,0.128818571567535,0,0
"Cayo Botella",2.7469715414349,3.3300373544276,3,-1,11,6756.88383007704,106925.537418077,0,23572077.79,0.124150507152081,0,0
"Cayo Cabezos",5.46882030786078,4.55740922473013,5,-78,45,5230.98712513822,246324.348441989,0,5261478.393,0.131640091538429,0.00271289869831087,0
"Cayo Campos",11.2850815486442,5.86708860759494,7,-338,31,5423.16245000234,274492.863772299,0,9049447.143,0.140573370456696,0.00770225659437156,0
"Cayo Cantiles",3.89305756456874,6.42074210043267,6,-7,17,14666.8011702855,267565.41941513,0,39727811.33,0.130848750472069,0.00409487874833905,0
"Cayo Coco",2.9664336555147,6.3099073548875,6,-13,15,23230.5387849138,110937.395160836,0,273981518.5,0.126831223758367,0.0017921845921458,0
"Cayo Coco.1",5.07245361014351,5.60621761658031,5,-2,27,8627.60456799099,369214.02154516,0,4981876.509,0.146755516529083,0.00221337091000678,0
"Cayo Coco.2",5.47588417488539,7.43813015582035,7,-5,15,5253.96777393354,284131.873884167,0,5675449.343,0.142736062407494,0,0
"Cayo Coruita",5.79221889043699,6.33242506811989,6,-10,27,6418.84045781553,464270.27731551,0,1892230.798,0.123093781371911,0.00162670126407268,0
"Cayo Cruz",4.14241434612376,1.82951871657754,2,-105,73,13439.8877044265,136341.02676359,0,24288255.3,0.135640829801559,0,0
"Cayo Cruz del Padre",3.7547907848873,5.43427230046948,5,-1,11,3327.67331067223,273472.002705276,0,2202317.325,0.133985862135887,0.00155258453202006,0
"Cayo Cuarto",5.66077495050087,4.96402877697842,5,-5,27,19096.776743604,363569.541586693,0,2150029.318,0.132987678050995,0.00108512108630918,0
"Cayo de Buenavista",4.39784014215302,6.05575905575906,6,-6,14,13472.9099902453,475904.338823795,0,12723508.43,0.153764590620995,0,0
"Cayo de la Cruz",3.19250714844762,4.4171270718232,4,0,8,3502.33526784222,188132.24510002,0,1890709.62,0.131703048944473,0.00304264421427421,0
"Cayo de la Pipa",4.28244285951785,4.289972899729,4,0,9,10631.6383274698,357766.133632629,0,1879027.466,0.127025280147791,0.00544858943092988,0
"Cayo de los Indios",11.4577256452129,6.68937644341801,7,-114,57,27652.201854732,342566.627576244,0,4535321.738,0.137194983661175,0.000201072077533348,0
"Cayo de Navío",5.03502956430481,5.42595978062157,5,-1,14,8495.81292592458,318480.00856861,0,2811416.187,0.124800279736519,0,0
"Cayo del Cristo",5.62686850715961,5.171875,5,-14,11,2530.54146017564,193038.386636474,0,2301980.305,0.135811820626259,0.00879650971771031,0
"Cayo del Masío",3.25575023440234,6.20043572984749,6,2,13,9517.72524937218,281751.135793322,0,11887418.93,0.125034030526876,0.00225766462645462,0
"Cayo del Medio de Marcos",2.7395461083166,3.10385756676558,3,0,7,4055.2544715224,152936.821275302,0,1753906.653,0.122376147657633,0.00190915213877829,0
"Cayo del Rosario",4.03064684697662,7.03389322135573,7,-1,51,8303.60724259874,266311.304091432,0,17362005.02,0.129420898854733,0.000921340645160271,0
"Cayo Diego Pérez",3.72149277347681,6.33118625872249,6,-5,13,9517.72524937218,275350.096798734,0,9688166.845,0.12840761244297,0,0
"Cayo Divisa de Piedra",4.58358909701573,8.29770992366412,8,4,14,7476.02790251371,271767.241000511,0,1357524.399,0.12794304639101,0.00134691844799902,0
"Cayo El Sapo",3.7122196368692,2.40923824959481,2,-81,18,8618.05096581373,104841.722459138,0,6410554.452,0.126233369112015,0.00106106699534944,0
"Cayo Empalizada de Sotavento",3.72104293661167,4.7159501807955,4,-11,25,6748.59784816072,204510.619282359,0,12880969.02,0.127884104847908,0,0
"Cayo Ernest Thaelmann",7.48482130986863,4.34698275862069,5,-186,32,11417.3816473885,254816.831145193,0,12064926.16,0.132102366536856,0.00575154898031351,0
"Cayo Esquivel del Sur",3.66180963034175,5.86581469648562,6,-5,46,6234.8828758535,197916.967083684,0,11281205.84,0.130752858519554,0.00288460009570192,0
"Cayo Estopa",6.32256443288001,7.27298050139276,7,-17,28,7476.02790251371,265371.229732115,0,1881977.225,0.132415622472763,0.000140559739783832,0
"Cayo Fragoso",2.86902388056324,1.84528161596134,2,-24,17,21589.9568755701,134985.461926119,0,83451244.15,0.122062457725406,0.00081440440521491,0
"Cayo Francés",7.99551933603896,7.30234438156831,7,-29,56,4219.57748425847,117541.346614788,0,6403057.903,0.130010353401303,0.00599239909339363,0
"Cayo Galindo",3.62140904766041,5.01943114615601,5,-18,27,3327.67331067223,271409.032871652,0,18327799.15,0.132476329803467,0,0
"Cayo Genovés",4.44211457947779,4.76368715083799,4,-64,23,5956.83960220443,263258.16076219,0,9247531.21,0.135711709658305,0.00117813483489756,0
"Cayo Grande",5.16820138356625,3.56489151873767,3,-43,14,9808.52679547894,77486.4710943461,0,13328614.35,0.148750339945157,0.0118073261039805,0
"Cayo Grande.1",2.69822113908054,2.31420765027322,2,-2,10,3978.52235273733,72493.1065055053,0,3824906.474,0.152384868264198,0.0193998200547135,0
"Cayo Grande.2",4.83054383021714,2.24604966139955,2,-9,10,3978.52235273733,72318.6634562921,0,2383435.652,0.157655095060666,0.025390938448883,0
"Cayo Grande.3",6.42806132310315,8.26315789473684,8,0,16,6134.42493739803,326973.670192453,0,1996853.197,0.129496504863103,0.0044604122402265,0
"Cayo Grande.4",6.12848591086376,8.31024096385542,8,1,15,6134.42493739803,332734.52901186,0,3419264.817,0.126152534037828,0.0029001819845773,0
"Cayo Grande.5",11.703410576279,8.53795379537954,9.5,-66,131,6638.13666335349,338496.59512737,0,3134632.225,0,0,0
"Cayo Guajaba",4.03972811244014,4.25952271684259,3,-114,309,9741.07442905636,148731.229613676,0,90699469.25,0.133509566386541,0.00312114811757905,0
"Cayo Guanal",6.83950517013925,2.35725429017161,2,-17,74,9016.96389061045,125461.379056084,0,3308794.432,0.137312471866608,0.00571713997118668,0
"Cayo Guao",2.71789745623324,1.99159663865546,2,-1,6,5329.70906984099,155948.494832437,0,1876282.722,0.133693307638168,0.000401343364944988,0
"Cayo Guásimas",3.08712533668235,2.00673400673401,2,0,7,5080.87093103281,19290.8916927163,0,1551781.336,0.14471485465765,0.00109178250053833,0
"Cayo Guillermo",3.28742786194883,3.85808238144687,3,-4,14,6756.88383007704,113170.984823387,0,14966654.59,0.124933652579784,0,0
"Cayo Güincho",2.94878777590665,2.58181818181818,3,0,5,19438.3596252026,140728.764844313,0,1430393.195,0.143370129168034,0.000589118111773149,0
"Cayo Guzmán",4.38361882306635,5.31875,5,0,12,5284.39455547563,393285.901202543,0,3341265.067,0.131471797823906,0.000138747425297863,0
"Cayo Hachuela",5.96063613891602,4.92558983666062,5,-26,37,1981.75578538592,182919.352217273,0,2873997.859,0.12976373359561,0.00314459715365408,0
"Cayo Hicacos",8.11379903788844,5.8712715855573,6,-59,11,4108.08505918496,275928.795316388,0,3329399.676,0.138286873698235,0.00526957832246857,0
"Cayo Iguana",2.49496291700906,2.97084548104956,3,-1,8,5959.9121219136,110943.860714159,0,5308302.256,0.127581104636192,0.00380014233208279,0
"Cayo Iguana.1",2.82259265329343,4.26161202185792,4,1,13,2530.54146017564,192132.527931593,0,7584094.451,0.128158822655678,0,0
"Cayo Inés de Soto",41.1064342820324,11.4988789237668,8,-1560,640,3089.08274146861,469707.346012036,0,4612726.067,0.125889778137207,0.0025636933225303,0
"Cayo Juan Ruíz",9.91850326885412,7.43703703703704,7,-6,76,29689.0196633024,311004.109864872,0,2097988.318,0.123765587806702,0,0
"Cayo Judas",2.73766807429032,3.62542182227222,3,-2,15,28710.9576634478,96036.5301298412,0,9194054.227,0.143270075321198,0.00552688883997128,0
"Cayo Jutias",6.63925585443856,7.50409836065574,7,-1,23,12527.936685358,475354.318306995,0,1272891.968,0.136779278516769,0,0
"Cayo La Aguada",3.92006590464568,4.71853546910755,5,0,9,5143.07165880034,102662.918081832,0,2261549.903,0.126411352306604,0.00276953839343886,0
"Cayo La Alegría",3.53146317241729,2.22353375138325,2,-13,45,4700.13255655955,140869.456974344,0,14028361.2,0.129760265350342,0,0
"Cayo La Potala",3.62139307500473,3.7668513388735,3,-35,54,4219.57748425847,113497.303903715,0,11189178.14,0.126834693054358,0.00357615133631178,0
"Cayo La Yana",4.01199127917498,5.9392789373814,6,-1,11,8084.25930757054,217369.254795676,0,2689956.026,0.125762606660525,0.00160263753363575,0
"Cayo Lanzanillo",4.89131610122269,6.04191616766467,6,-5,20,7168.10074574279,171714.794187215,0,1753310.376,0.130388759076595,0.00501548550950852,0
"Cayo Largo",9.14867936794845,5.98088584234115,6,-526,128,17957.2328891362,258721.711148401,0,39517975.73,0.131856007501483,0.00652720769497462,0
"Cayo Las Caguamas",6.41817317164696,0.516516516516517,1,-107,7,27944.1114243243,128265.441913846,0,7023504.21,0.146097315209252,0.0120573667244369,0
"Cayo Las Picúas",2.98518056480597,4.79255319148936,5,-4,16,7336.20584682495,205691.029558484,0,8766091.61,0.127343133091927,0,0
"Cayo Levisa",13.3493352380243,3.90990990990991,3,-21,23,7904.95042145968,462138.879647808,0,1731444.393,0.130545908585191,0.0111392378667267,0
"Cayo Los Cayuelos",5.72625853434021,0.675925925925926,0,-15,15,4585.07548095914,93923.4746162914,0,1686202.203,0.124082267284393,0,0
"Cayo Los Quitasoles",4.34662255739242,5.52904929577465,5,-5,56,2293.47882770169,177099.653123773,0,5826210.466,0.128616643448671,0.00327341619167893,0
"Cayo Lucas",5.00167201166418,2.42943305186972,2,-9,24,4627.33389371443,99914.3755665879,0,4292803.372,0.126513677338759,0.00143867613360996,0
"Cayo Luis Pena",40.8108232572967,39.8549019607843,30,1,139,4703.7745178971,63857.9240848053,0,1330382.106,0.146071590483189,0.00705410749855621,0
"Cayo Majá",4.43797826221387,4.89016018306636,5,-9,11,7970.33923878914,116412.126696331,0,2316562.926,0.127850726246834,0.000182179752688339,0
"Cayo Mal País",3.79992045480994,4.26329113924051,4,1,10,18442.5646851177,366798.449462005,0,2060135.147,0.128404532869657,0.00260313850244778,0
"Cayo Mangle Alto",4.27566328307226,3.1548357454629,3,-79,22,10110.289674179,82254.4833351415,0,22833541.6,0.147023573517799,0.00178647846783127,0
"Cayo Marcos",3.30493185598454,2.66523911491792,3,-3,8,3836.11400480219,156991.321848311,0,7271350.602,0.1206124573946,0,0
"Cayo Mariposa",3.15517406085119,4.52045826513912,4,1,10,1981.75578538592,184838.485119561,0,3168244.806,0.128549247980118,0.00141750388254264,0
"Cayo Matías",4.22378605204564,6.79957657021877,7,-7,20,7265.02733995725,279438.005449819,0,7399346.687,0.142552614212036,0,0
"Cayo Medano de Casiguas",4.1186851386682,4.60051216389245,4,-4,30,7904.95042145968,460102.651586149,0,4041593.418,0.12224855273962,0.000499840549914948,0
"Cayo Media Luna",3.68083047136488,3.77667984189723,4,-6,8,22397.4494503505,159499.436248581,0,2638218.309,0.139137491583824,5.75936684901367e-05,0
"Cayo Mégano Grande",2.90760017623329,2.63078930202218,3,-18,10,10161.041449278,133356.356567765,0,7959586.181,0.13194440305233,6.87625833455236e-05,0
"Cayo Miraflores",56.5077612115558,-2.03660322108346,1,-292,11,6311.15914148803,92270.2656273233,0,3604318.426,0.172992195934057,0.0203901044956643,0
"Cayo Moa Grande",8.83165052235818,4.79118329466357,5,-56,26,167804.387327301,374985.007734058,0,2269522.199,0.177230849862099,0,0
"Cayo Montañés",3.55353521704674,4.38214285714286,4,2,9,4700.13255655955,145411.83464239,0,1483853.655,0.137107022106647,0.00487058464432806,0
"Cayo Palma",5.38566573014927,7.95460277427491,8,-2,15,4108.08505918496,278837.458110103,0,4130387.756,0.128111317753792,0,0
"Cayo Paredón Grande",3.2386233488542,2.23624235686493,2,-34,13,8420.90419649714,124604.556239892,0,9396602.5,0.130011260509491,0,0
"Cayo Piedra del Obispo",5.59074407303271,5.07564766839378,5,-44,25,6748.59784816072,211170.79350239,0,4961629.433,0.129538029432297,0,0
"Cayo Piedra Grande",29.8897822605025,-0.399193548387097,2,-151,35,9097.63790147454,97215.6857859071,0,1284657.467,0.176054283976555,0.0364923430209755,0
"Cayo Pueblo Viejo",5.68897458560134,2.4004400440044,2,-76,31,5426.48099039398,108817.243778945,0,4670035.977,0.12891131080687,0.00429829235234312,0
"Cayo Punta de los Machos",2.53656156573977,1.36190476190476,1,-1,5,3843.25825069028,27901.9829310018,0,2180669.979,0.14626906812191,0.00121972566377042,0
"Cayo Punta Iguna",5.48663307523411,2.39036544850498,2,-20,11,3275.73698700061,121309.082024462,0,3146435.171,0.146432250738144,0.00103991026673354,0
"Cayo Punta Tierra del Guzmán",3.26406584036978,3.67789473684211,4,0,8,5284.39455547563,397771.258189131,0,2449217.555,0.130256310105324,0.00185770664181468,0
"Cayo Rabihorcado",5.73116577592135,7.3050193050193,7,0,14,5253.96777393354,287619.094582342,0,1333691.043,0.142629414796829,0.000150822497396234,0
"Cayo Rancho de Cándido",3.98856909998826,3.62142857142857,3,-3,25,11417.3816473885,243628.7421351,0,4411583.972,0.124994879961014,0.0043424321115803,0
"Cayo Rapado Grande",6.62606690842841,9.33520336605891,9,-13,21,12527.936685358,477483.665174842,0,3685191.925,0.139563361803691,0.00239463337869519,0
"Cayo Real",5.40595250407611,7.30340211935304,7,1,14,10668.7641115729,383014.098866588,0,9318096.942,0,0,0
"Cayo Redondo",6.02590887909545,6.33270676691729,6,-3,18,7317.53777454972,347226.971696067,0,2785964.819,0.127068536976973,0.00345565670128811,0
"Cayo Redondo.1",9.60576596321204,8.98534798534799,9,-11,45,3089.08274146861,467044.78200619,0,1380314.317,0.123584862798452,0.00125325234553963,0
"Cayo Rico",4.09048204208488,6.20597014925373,6,-20,11,14152.5862799843,260998.449335063,0,1754255.529,0,0,0
"Cayo Romano",3.886224992372,3.2815703074952,3,-124,126,9016.96389061045,122061.86189434,0,778202926.9,0.138057152967195,0.00621352566609296,0
"Cayo Salinas",23.6228261967249,6.65506329113924,3,-23,289,4585.07548095914,96339.1545044105,0,1642385.982,0.127574816346169,0,0
"Cayo San Juan",4.02977871559518,5.44718714121699,6,-2,31,4498.66767595387,300746.948923771,0,9053103.235,0.139748295148214,0.000157737835379436,0
"Cayo San Juan.1",4.62458545724243,6.29974160206718,7,0,11,4498.66767595387,296505.745532415,0,2036133.966,0.141719058156013,0.00274919678151711,0
"Cayo Santa Maria",3.7682466996977,5.43553321678322,5,-23,24,5959.9121219136,116718.702368219,0,23694337.32,0.12633852660656,0,0
"Cayo Sifonte",3.22891776011333,1.89701999245568,2,-6,18,5329.70906984099,155010.377247512,0,13804280.71,0.134034397701422,0.00328538778440492,0
"Cayo Tío Pepe",3.41982568471302,3.53460422710319,3,-10,12,4388.40374589851,114927.91094476,0,12477783.69,0.126986488699913,0,0
"Cayo Tumba la Olla",3.10935464781384,6.17023255813953,6,0,12,2994.10093259787,179693.719488616,0,5542436.56,0.127680018544197,0,0
"Cayos Aguardiente",5.81289829436998,6.90977443609023,7,-30,34,3171.21380860839,272566.486604906,0,1384854.961,0.136329106986523,0.00201084917432924,0
"Cayos Aguardiente.1",5.61910113426355,6.71384615384615,7,1,45,3171.21380860839,271360.002708874,0,3356330.867,0.136452309787273,0.00208337055050015,0
"Cayos Blancos",4.59632078945637,4.88,4,-3,13,4016.25606328421,278875.793122129,0,2053338.323,0.139982245862484,0.00031501608248255,0
"Cayos Boca de Alonso",4.19468379721316,6.95548833189283,7,0,14,5550.06373973872,293268.966452576,0,12113810.58,0.140948450991086,0.00364276567153546,0
"Cayos Cinco Balas",2.68051474358215,1.42213114754098,2,-7,4,2777.834255098,71293.6932787488,0,1287225.462,0.142489291727543,0.0113902174202055,0
"Cayos Cinco Balas.1",2.93920806631257,2.8379746835443,2,0,8,2777.834255098,69662.381255919,0,2071179.207,0.138568565249443,0.00584547286052143,0
"Cayos Cinco Balas.3",2.67381272856929,2.41792717086835,2,-7,15,4110.66601845829,69486.0919407929,0,9376604.492,0.142246127128601,0,0
