"name","TRI","mean_elev","median_elev","min_elev","max_elev","Nearest_Dist","nearest_occ","richness","area","mean_csi","sd_csi","bp"
"A Quatre",60.8155130892992,43.984375,38,-6,127,6598.34445148955,104577.861716504,0,1436306.586,0.17423902079463,0.00580409776674497,0
"Acklins",3.99589807210139,5.06096129939236,4,-108,98,30146.7665524865,181485.337499264,0,446074531.3,0.143868435984072,0.00717630702098769,0
"Acklins.1",4.40756565233819,5.00827067669173,4,-2,16,2079.605698065,160498.868133468,0,6872918.692,0.141802549362183,0,0
"Allan Cay",4.61058334836132,3.02511415525114,3,-1,9,19117.7470858658,81401.0184621983,0,2164222.806,0.176687709987164,0.000168239682543361,0
"Allen Cay",6.53651073677005,3.29657794676806,2,-13,16,7393.24063850945,104525.058728438,0,1349883.35,0.137208752334118,0.00702782893850966,0
"Andros",3.71429312009205,3.79302155644867,4,-63,38,8106.85154429567,114013.217793796,2,28019048.88,0.141461009159684,0.0114289102589425,0
"Andros.1",3.52537608298942,3.21350364963504,3,-26,13,4900.86958092699,122372.640591627,0,8426909.065,0.142796006053686,0.00815578000005285,0
"Andros.10",3.30326855082995,5.55799373040752,6,2,16,3630.05659636463,116792.130701585,0,4841111.013,0.129572615027428,0,0
"Andros.11",3.34157321649819,3.4692118226601,3,0,8,1803.10114679732,160189.969618144,0,4133929.866,0.135681316256523,0,0
"Andros.12",3.27307571809464,3.63985032740879,4,0,8,1803.10114679732,158971.243113563,0,5455207.272,0.136939078569412,0,0
"Andros.13",3.0347717496222,3.73972602739726,4,0,8,1694.58299137322,163373.09774633,0,3044652.547,0,0,0
"Andros.14",4.78803048142625,0.536803364879075,0,-5,14,3630.05659636463,114503.67257246,0,9667834.246,0.127576440572739,0,0
"Andros.15",3.66192080854223,3.71714743589744,4,-1,18,3245.30277149221,158136.956690172,0,6392733.211,0.13419334590435,0,0
"Andros.16",3.56827541981924,4.00651465798046,4,-1,13,5636.5986226252,128939.234797564,0,1552530.351,0.138143271207809,0,0
"Andros.18",3.32079466602487,3.54061747317714,3,-32,28,6982.8895012711,115563.615718405,0,93692000.95,0.129340300957362,0.000370983944816924,0
"Andros.19",3.94130633530226,3.30693696547355,3,-64,49,6291.51253943267,121272.406875528,0,32382056.07,0.135594315826893,0.00624156029704584,0
"Andros.2",4.25610751227329,4.27067669172932,4,-4,17,2774.40270664292,107065.458292,0,1332509.119,0.132419131696224,0.00865792152494126,0
"Andros.20",5.97940660083171,3.30396475770925,4,-46,18,4909.64903099379,126710.706879447,0,3490521.646,0.153453923761845,0.010323586051516,0
"Andros.21",3.36250819411088,3.72924187725632,4,-1,9,6982.8895012711,109870.476716923,0,1407517.149,0.128347128629684,0.000604020271770001,0
"Andros.24",3.15720635734001,2.88520109332292,3,-13,43,5139.13924644407,122065.040196563,0,13112234.61,0.138544797897339,0,0
"Andros.25",7.30094962806279,2.25215252152522,3,-46,56,6495.68355683032,122449.705521801,0,4172238.006,0.137931231409311,0.00971462439084071,0
"Andros.27",4.72724150776602,3.13566739606127,3,-20,35,6495.68355683032,120944.018023328,0,2320039.381,0.141254715621471,0.00405666577930993,0
"Andros.28",5.2792222700867,4.73529411764706,5,-7,34,5884.40904624784,104393.185990971,0,2595186.15,0.125646710395813,0.00023406252320525,0
"Andros.29",3.8963174220678,4.2,4,1,12,3700.78473625648,104918.036052147,0,1898971.087,0.126694455742836,0.000411585049133136,0
"Andros.3",2.80237879589157,4.23209169054441,4,0,8,2614.2654366208,116135.851279914,0,1798851.649,0.155278995633125,0,0
"Andros.30",3.27613786337795,4.1043956043956,4,-16,11,2333.68006857468,101396.429821323,0,7458406.528,0.125137152150273,0.00118609948990204,0
"Andros.31",3.08416753319594,4.30288461538461,4,-2,11,2333.68006857468,100923.600359501,0,6427365.962,0.125107273459435,0,0
"Andros.32",3.56275592848678,4.61822985468956,4,-1,26,2737.11857479102,97127.5109648173,0,3877662.277,0.124537292867899,0.000676310408584963,0
"Andros.33",5.82525013250725,3.37757009345794,3,-23,56,1648.5103833689,131346.077982776,0,2758147.538,0.144306227564812,0,0
"Andros.34",3.27517833049039,3.57028112449799,4,0,9,1648.5103833689,129866.354573678,0,1299758.303,0.157920964062214,0.0192541450027621,0
"Andros.36",3.621661214253,4.11068965517241,4,-58,65,6141.03183275698,125131.201199307,0,44720901.5,0.131619438529015,0.00118554870176294,0
"Andros.37",9.70418947685265,3.23053892215569,4,-53,33,3010.8759206979,134139.794750144,0,1707478.909,0.161301873624325,0.0159371880249548,0
"Andros.38",4.33397160671195,3.38571428571429,3,-37,9,2148.31164324339,130697.793447239,0,2522162.349,0.162507370114326,0.018658683090703,0
"Andros.39",5.05930553666697,4.13255033557047,4,-14,22,2148.31164324339,128550.744421208,0,3090279.976,0.140977397561073,0,0
"Andros.4",4.40322884969544,4.24561403508772,4,-14,28,1688.46935207179,98729.8374107386,0,2048655.476,0.124725963920355,0.00161187860310005,0
"Andros.42",3.85550777424102,3.29865771812081,4,-14,6,3010.8759206979,131595.316656137,0,1517208.389,0.166662484407425,0.00835613955289113,0
"Andros.5",2.59075983250532,3.90173410404624,4,1,8,4682.26704497706,108069.665316989,0,2651046.432,0.138956286013126,0.00494512134591958,0
"Andros.6",2.80913295661267,3.78492239467849,4,1,8,4682.26704497706,104947.925825219,0,2331049.821,0.126496769487858,0.00158060164956768,0
"Andros.7",14.8747891012255,4.90990990990991,5,-64,85,14739.607369159,149996.71413202,0,5115160.035,0.135708764195442,0,0
"Andros.9",2.66708423441778,3.25077399380805,3,0,6,1694.58299137322,165054.360511204,0,1600652.889,0.139189094305038,0.00496074729000499,0
"Anegada",3.12198168408792,2.91788079470199,3,-28,11,28737.4568818519,0,1,40111776.74,0.150579358140628,0.00654391885207101,0
"Anguilla",8.4270620482854,21.3282141290039,19,-11,85,13994.2265289385,0,1,72789842.34,0.141536027193069,0.00225974376069994,0
"Anguilla Cay",6.10078375752574,8.45288753799392,8,2,14,8630.3800727108,226133.336662079,0,1673260.651,0.146521374583244,0.00102101083215744,0
"Antigua",20.6296424077896,48.4364338967173,30,-397,383,56167.02515358,0,2,274569789.4,0.144811836381753,0.00768709780193776,0
"August Cay",2.6705628609971,2.03125,2,-2,8,4463.43997967324,73408.0581811591,0,9137730.106,0.167640209197998,0,0
"Baliceaux",44.6534462212527,45.0995850622407,39,3,112,8867.75424928418,107448.761270299,0,1309288.555,0.165782809257507,0.000351251835489791,0
"Bamboo Cay",5.75129632523956,6.46597633136095,5,-12,77,17026.2503670068,91547.252612451,0,27304212.04,0.163965091109276,0,0
"Barbados",11.5510785986905,106.903595367145,82,-22,336,172740.345219257,0,2,434104883,0.165474817156792,0.00209431001034499,0
"Barbuda",3.51990204429839,13.2128251331871,9,-130,71,10982.2792801575,0,2,136370548,0.136884050709861,0.0100978213685008,0
"Barbuda.1",3.65275429811628,4.61042183622829,5,-1,10,10982.2792801575,10982.2792801575,0,6454231.733,0.146928939968348,0.0166809637628758,0
"Basin Harbour Cay",5.00658995159984,3.60650887573965,3,-1,11,6710.40401413856,56108.6433984856,0,1669429.199,0.176299832761288,0.00248292352933741,0
"Beef",33.2787178747025,35.4386422976501,12,-17,205,3850.65220994471,10202.6237549298,1,4070844.874,0.152165740728378,0,0
"Bell Island",8.36123440744115,9.55102040816327,9,-16,20,5949.40237000307,28960.7623834023,1,1509627.188,0.130038097500801,0,0
"Bequia",54.3309056345039,85.8012337217272,78,-15,256,6598.34445148955,102984.121541427,0,15959124.98,0.175590097904205,0,0
"Big Ambergris Cay",6.28426986411548,5.45403587443946,5,-5,22,6097.7738168381,268988.848350629,0,4697809.864,0.201285590728124,0.019402562696917,0
"Big Coppice Mangrove",9.0503204714588,-0.0702179176755448,1,-26,3,6800.33621557937,27614.5886770001,0,2096387.023,0.159568364421527,0.0363666800032179,0
"Big Cross Cay",14.7407508426242,-2.42857142857143,0,-55,24,2490.0000240018,62625.5339682939,0,1578653.343,0.173641972243786,0.00158323582759961,0
"Big Cross Cay.1",2.22856745315048,-0.371698113207547,0,-4,3,1605.02114420648,86810.6071331453,0,2657169.726,0.174755111336708,0.000503338738341352,0
"Big Farmer?s Cay",8.23278239342783,9.31919642857143,9,-18,26,9183.19691921266,76610.2602499424,0,2307551.175,0.13563168545564,0.00449732731601943,0
"Big Joe Downer Cay",5.17251735758111,0.79718875502008,1,-19,5,3534.08711367652,34574.3413850251,0,2499357.563,0.169320181012154,0.00694641176389874,0
"Big Lake Cay",27.95649877117,-3.60185185185185,1,-80,14,7205.39794934001,34790.5687137942,0,1599302.961,0.186865836381912,0,0
"Big Wood Cay",3.58192433999719,5.22611858358496,5,-52,60,3439.88580904735,99837.8971901942,0,74427890.44,0.125017589330673,0.00153270137715551,0
"Bock Cay",7.3695341599615,8.79566563467492,8,-3,24,2797.81210741839,96647.1345749806,0,1626588.66,0.142765030264854,0.0142771606393683,0
"Bonavista Cay",4.4994127518273,4.1980198019802,4,-1,14,4247.66934313127,225207.053899341,0,1584437.884,0.167594159642855,0.00483888139860364,0
"Bonds Cay",7.21690139703466,10.2267135325132,10,1,22,10411.1537614793,88962.0194569165,0,2863206.699,0.131772227585316,0.00327132247758219,0
"Caja de Muertos",14.3305671811104,13.5034722222222,9,-2,62,36959.988271389,36959.988271389,0,1552431.009,0.136704877018929,0,0
"Canouan",43.4084798822601,54.7607449856734,44,0,234,11167.055292176,77574.5398107563,0,7652446.683,0.157245323061943,0,0
"Carriacou Island",33.9122088767147,66.6116751269035,48,1,285,8625.80358257219,47759.5325088014,0,32353627.48,0.152968920767307,0.00359058485505221,0
"Castle",16.3159921668997,5.25,6,-230,59,49340.5611195666,213116.457988673,0,2035792.131,0.135752066969872,0.0637077432162181,0
"Cat",6.34740276040263,11.1974719940785,9,-245,110,50991.9310001613,107185.239452134,1,358909356.8,0.132290760800242,0.00875609198780273,0
"Cayeria Las Cayamas",3.04185889426805,4.84897671136203,5,-3,10,2967.44438912204,383975.799572179,0,7389768.892,0.132527098059654,0,0
"Cayeria Las Cayamas.1",3.22049195462873,5,5,0,10,2200.82973095925,384859.280933144,0,1668465.655,0.13369719684124,0,0
"Cayeria Las Cayamas.2",3.8720918366297,5.51470588235294,5,-2,16,2200.82973095925,385729.305154651,0,3865233.498,0.134408660233021,0.00100616117778845,0
